Date ;Ambient temperature (C);Global plane of array irradiance (W/m^2);m-Si module temperature (C);DC power of m-Si (W)
18/07/2017 13:40;24.983;861.015;36.569;1651
18/07/2017 13:45;25.552;852.59;37.043;1620
18/07/2017 13:50;24.931;846.306;36.451;1617
18/07/2017 13:55;24.855;837.124;35.61;1604
18/07/2017 14:00;25.368;827.175;35.915;1584
18/07/2017 14:05;25.332;818.955;36.218;1571
18/07/2017 14:10;25.261;811.444;36.077;1547
18/07/2017 14:15;25.661;800.581;35.649;1521
18/07/2017 14:20;24.881;794.666;35.112;1521
18/07/2017 14:25;24.798;782.221;34.839;1504
18/07/2017 14:30;25.272;775.382;34.179;1486
18/07/2017 14:35;24.969;764.534;34.619;1477
18/07/2017 14:40;24.491;756.311;33.938;1459
18/07/2017 14:45;24.97;749.588;34.007;1446
18/07/2017 14:50;25.974;737.647;34.749;1419
18/07/2017 14:55;25.958;732.079;36.105;1402
18/07/2017 15:00;25.306;735.154;35.228;1403
18/07/2017 15:05;25.335;730.323;34.662;1396
18/07/2017 15:10;25.23;706.861;34.727;1396
18/07/2017 15:20;25.03;620.924;33.07;1265
18/07/2017 15:25;24.788;637.599;32.795;1215
18/07/2017 15:30;24.786;640.138;32.493;1176
18/07/2017 15:40;24.825;593.004;33.044;1124
18/07/2017 15:45;25.034;580.875;33.264;1124
18/07/2017 15:50;24.817;566.241;32.928;1102
18/07/2017 15:55;25.237;550.079;32.319;1070
18/07/2017 16:00;24.962;530.716;32.003;1036
18/07/2017 16:05;25.002;514.673;31.959;1005
18/07/2017 16:10;25.161;499.833;31.885;975
18/07/2017 16:15;24.941;482.826;31.296;944
18/07/2017 16:20;25.077;467.848;31.535;914
18/07/2017 16:25;24.951;450.543;30.995;720
18/07/2017 16:30;24.644;432.821;30.329;844
18/07/2017 16:35;25.149;416.309;30.115;806
18/07/2017 16:40;24.95;397.076;30.163;778
18/07/2017 16:45;24.791;381.342;30.189;748
18/07/2017 16:50;24.806;363.285;29.422;706
18/07/2017 16:55;24.666;346.257;29.262;675
18/07/2017 17:00;24.152;327.819;28.584;642
18/07/2017 17:05;24.344;311.026;28.191;605
18/07/2017 17:10;24.665;293.08;28.072;575
18/07/2017 17:15;24.373;276.979;28.079;540
18/07/2017 17:20;24.288;261.657;27.611;513
18/07/2017 17:25;24.333;245.301;27.325;479
18/07/2017 17:30;24.367;229.57;26.857;449
18/07/2017 17:35;24.168;214.421;27.175;420
18/07/2017 17:40;24.276;199.816;26.984;391
18/07/2017 17:45;24.273;186.423;26.505;350
18/07/2017 17:50;24.002;171.697;26.397;335
18/07/2017 17:55;24.024;159.46;26.121;310
18/07/2017 18:00;24.066;146.419;25.864;286
19/07/2017 7:00;20.552;99.018;21.147;195
19/07/2017 7:05;20.736;109.558;21.333;201
19/07/2017 7:10;20.826;119.606;21.541;240
19/07/2017 7:15;21.112;130.978;21.938;259
19/07/2017 7:20;21.173;143.363;22.304;283
19/07/2017 7:25;21.187;157.741;22.572;316
19/07/2017 7:30;21.162;170.065;22.813;337
19/07/2017 7:35;21.461;183.613;23.084;349
19/07/2017 7:40;21.697;201.163;23.271;399
19/07/2017 7:45;21.755;213.238;23.666;424
19/07/2017 7:55;22.084;248.575;24.168;489
19/07/2017 8:05;22.133;278.328;24.36;560
19/07/2017 8:10;22.354;297.53;24.963;593
19/07/2017 8:20;22.376;332.868;25.357;670
19/07/2017 8:25;22.714;348.816;25.865;705
19/07/2017 8:30;23.148;366.948;26.741;739
19/07/2017 8:35;22.778;386.943;27.215;776
19/07/2017 8:40;23.374;407.328;27.574;812
19/07/2017 8:45;23.415;422.744;28.015;844
19/07/2017 8:50;23.719;439.759;28.466;869
19/07/2017 8:55;23.745;457.963;28.988;911
19/07/2017 9:00;23.69;473.372;29.261;946
19/07/2017 9:05;24.338;491.062;29.895;972
19/07/2017 9:10;24.405;511.137;30.626;1008
19/07/2017 9:15;24.92;526.454;31.187;1037
19/07/2017 9:20;24.674;547.011;30.983;1071
19/07/2017 9:25;24.815;558.404;31.902;1090
19/07/2017 9:30;24.485;576.294;32.338;1132
19/07/2017 9:35;25.005;592.677;32.437;1163
19/07/2017 9:40;25.346;607.527;33.368;1186
19/07/2017 9:45;25.667;621.696;33.675;1215
19/07/2017 9:50;25.831;634.034;34.613;1235
19/07/2017 9:55;26.048;651.371;35.812;1260
19/07/2017 10:00;26.002;662.889;35.696;1286
19/07/2017 10:05;26.419;677.488;35.591;1311
19/07/2017 10:10;26.219;686.919;35.74;1323
19/07/2017 10:15;26.452;701.519;36.508;1357
19/07/2017 10:20;26.332;713.614;36.809;1376
19/07/2017 10:25;26.92;727.561;36.999;1399
19/07/2017 10:30;26.689;738.439;36.825;1421
19/07/2017 10:35;27.567;750.476;37.324;1434
19/07/2017 10:40;26.48;761.952;37.433;1460
19/07/2017 10:45;27.156;770.406;37.302;1475
19/07/2017 10:50;25.995;781.256;36.023;1498
19/07/2017 10:55;26.555;794.827;36.997;1523
19/07/2017 11:00;26.125;802.547;36.067;1531
19/07/2017 11:05;26.051;812.308;35.939;1562
19/07/2017 11:10;25.42;820.338;35.514;1581
19/07/2017 11:15;25.576;828.913;35.096;1580
19/07/2017 11:20;25.622;837.063;35.486;1611
19/07/2017 11:25;25.747;844.78;35.429;1623
19/07/2017 11:30;25.945;850.331;35.775;1631
19/07/2017 11:35;26.331;856.314;35.962;1643
19/07/2017 11:40;25.947;861.636;35.454;1658
19/07/2017 11:45;26.144;869.523;36.415;1664
19/07/2017 11:50;25.96;871.531;36.204;1668
19/07/2017 11:55;25.93;878.052;36.197;1672
19/07/2017 12:00;26.241;883.446;36.744;1683
19/07/2017 12:05;26.792;887.039;37.663;1687
19/07/2017 12:10;26.147;890.432;37.24;1696
19/07/2017 12:15;27.094;890.119;37.387;1695
19/07/2017 12:20;26.805;893.844;37.122;1713
19/07/2017 12:25;27.14;897.033;37.26;1710
19/07/2017 12:30;26.913;897.64;37.131;1715
19/07/2017 12:35;27.487;897.504;37.544;1704
19/07/2017 12:40;27.29;899.756;39.133;1699
19/07/2017 12:45;27.354;896.389;38.626;1712
19/07/2017 12:50;27.702;897.981;39.606;1703
19/07/2017 12:55;27.652;896.594;39.011;1706
19/07/2017 13:00;27.367;893.59;37.413;1713
19/07/2017 13:05;27.579;893.083;39.352;1695
19/07/2017 13:10;26.65;892.932;37.517;1702
19/07/2017 13:15;27.09;890.805;37.535;1685
19/07/2017 13:20;27.125;887.004;37.361;1691
19/07/2017 13:25;27.161;883.452;37.507;1683
19/07/2017 13:30;26.812;878.92;37.17;1677
19/07/2017 13:35;26.929;875.038;37.389;1660
19/07/2017 13:40;26.438;867.862;36.591;1662
19/07/2017 13:45;26.751;862.646;36.22;1656
19/07/2017 13:50;26.944;857.283;36.616;1636
19/07/2017 13:55;26.71;851.488;37;1621
19/07/2017 14:00;26.767;845.347;36.64;1617
19/07/2017 14:05;26.631;838.628;36.33;1605
19/07/2017 14:10;26.523;830.485;35.625;1597
19/07/2017 14:15;27.02;823.109;35.859;1572
19/07/2017 14:20;26.634;813.26;35.831;1563
19/07/2017 14:25;26.961;804.357;35.668;1540
19/07/2017 14:30;26.201;793.319;35.384;1531
19/07/2017 14:35;26.692;784.088;35.621;1503
19/07/2017 14:40;26.512;773.005;35.029;1488
19/07/2017 14:45;26.432;759.765;34.892;1465
19/07/2017 14:50;26.635;750.468;35.207;1445
19/07/2017 14:55;26.564;737.84;34.684;1423
19/07/2017 15:00;26.23;726.353;34.568;1409
19/07/2017 15:05;26.186;714.799;33.908;1385
19/07/2017 15:10;26.461;701.378;34.047;1363
19/07/2017 15:15;26.472;691.004;33.747;1345
19/07/2017 15:20;26.308;676.707;33.436;1318
19/07/2017 15:25;26.266;663.152;33.399;1285
19/07/2017 15:30;25.976;648.026;32.915;1262
19/07/2017 15:35;25.553;630.95;32.634;1240
19/07/2017 15:40;25.402;619.232;32.497;1175
19/07/2017 15:45;25.699;603.481;31.725;1183
19/07/2017 15:50;25.443;590.449;31.784;1156
19/07/2017 15:55;25.448;570.408;31.212;1121
19/07/2017 16:00;25.456;553.681;31.024;1074
19/07/2017 16:05;25.27;536.379;30.931;1055
19/07/2017 16:10;25.645;520.54;30.922;1020
19/07/2017 16:15;25.402;499.031;31.071;975
19/07/2017 16:20;24.934;484.232;30.087;956
19/07/2017 16:25;25.185;468.326;30.05;924
19/07/2017 16:30;25.473;449.282;30.398;880
19/07/2017 16:35;25.584;428.632;30.155;849
19/07/2017 16:40;25.277;412.616;30.04;812
19/07/2017 16:45;25.549;395.618;29.421;782
19/07/2017 16:50;25.069;380.891;29.386;743
19/07/2017 16:55;25.535;358.337;29.45;709
19/07/2017 17:00;25.081;344.145;29.196;623
19/07/2017 17:05;24.932;325.316;28.594;639
19/07/2017 17:10;24.768;308.201;28.253;599
19/07/2017 17:15;24.845;291.106;27.712;574
19/07/2017 17:20;24.813;274.514;27.732;538
19/07/2017 17:25;25.075;256.558;27.565;506
19/07/2017 17:30;24.847;239.351;27.265;471
19/07/2017 17:35;24.766;221.494;27.104;435
19/07/2017 17:40;24.396;204.66;27.011;398
19/07/2017 17:45;24.419;188.031;26.384;354
19/07/2017 17:50;24.511;172.866;26.415;337
19/07/2017 17:55;24.212;156.991;26.22;308
19/07/2017 18:00;24.575;142.159;25.716;275
20/07/2017 7:00;21.831;97.214;22.396;191
20/07/2017 7:05;21.842;103.694;22.643;198
20/07/2017 7:10;21.834;106.995;22.995;206
20/07/2017 7:15;22.054;116.564;22.986;210
20/07/2017 7:20;22.113;131.938;23.565;263
20/07/2017 7:25;22.237;138.597;23.54;276
20/07/2017 7:30;22.306;139.643;23.832;282
20/07/2017 7:35;22.286;159.627;23.862;315
20/07/2017 7:45;22.381;184.086;24.491;335
20/07/2017 7:50;22.5;176.503;24.394;360
20/07/2017 8:00;22.92;200.797;24.772;394
20/07/2017 8:05;22.952;216.452;25.243;429
20/07/2017 8:25;23.395;287.747;26.356;502
20/07/2017 8:40;23.364;271.806;27.898;546
20/07/2017 8:50;24.073;345.112;29.276;660
20/07/2017 8:55;23.785;697.306;30.045;1371
20/07/2017 9:00;24.123;294.731;29.572;587
20/07/2017 9:05;24.113;294.017;28.933;593
20/07/2017 9:10;23.951;274.622;27.946;551
20/07/2017 9:20;23.941;368.409;28.032;738
20/07/2017 9:35;24.04;292.664;28.593;570
20/07/2017 9:40;23.729;251.725;28.081;486
20/07/2017 9:45;24.08;317.459;28.26;614
20/07/2017 9:50;24.199;323.481;28.109;630
20/07/2017 9:55;24.356;372.405;28.588;705
20/07/2017 10:05;24.191;403.727;29.06;783
20/07/2017 10:10;24.035;378.258;29.046;742
20/07/2017 10:20;24.394;399.591;29.322;794
20/07/2017 10:25;24.288;445.535;29.465;828
20/07/2017 10:30;24.437;480.435;29.938;893
20/07/2017 10:35;24.665;449.717;30.752;772
20/07/2017 10:50;25.407;537.523;32.85;1066
20/07/2017 11:00;25.506;634.66;34.678;984
20/07/2017 11:05;25.371;427.321;34.419;811
20/07/2017 11:15;25.584;928.237;34.456;1883
20/07/2017 11:25;26.12;434.48;35.851;805
20/07/2017 11:30;26.019;979.462;36.594;1875
20/07/2017 11:35;26.504;937.241;37.854;1764
20/07/2017 11:40;25.595;908.815;36.398;1760
20/07/2017 11:45;25.493;915.737;36.354;1781
20/07/2017 11:50;25.602;901.457;36.209;1735
20/07/2017 11:55;25.441;935.369;36.385;1817
20/07/2017 12:00;25.782;945.63;36.441;1830
20/07/2017 12:05;26.023;911.393;37.271;1746
20/07/2017 12:10;26.053;917.708;37.632;1745
20/07/2017 12:15;25.653;915.263;37.46;1739
20/07/2017 12:20;25.633;918.217;36.646;1753
20/07/2017 12:25;25.18;915.272;36.511;1763
20/07/2017 12:30;25.162;926.608;35.832;1775
20/07/2017 12:35;24.984;924.519;36.115;1776
20/07/2017 12:40;25.447;933.719;36.29;1774
20/07/2017 12:45;25.741;936.125;36.412;1781
20/07/2017 12:50;25.076;933.839;36.272;1801
20/07/2017 13:00;24.995;938.59;35.619;1806
20/07/2017 13:05;24.967;925.738;35.99;1732
20/07/2017 13:10;25.234;942.625;36.104;1808
20/07/2017 13:15;25.812;895.63;37.231;1756
20/07/2017 13:20;25.04;909.965;36.481;1749
20/07/2017 13:25;25.435;899.104;36.594;1727
20/07/2017 13:30;24.868;899.541;36.146;1727
20/07/2017 13:35;24.901;894.929;35.332;1729
20/07/2017 13:40;24.768;886.391;35.762;1710
20/07/2017 13:45;25.19;875.88;35.479;1682
20/07/2017 13:50;25.263;871.685;35.523;1687
20/07/2017 13:55;24.734;867.576;35.279;1679
20/07/2017 14:00;24.709;860.634;35.012;1652
20/07/2017 14:05;24.71;851.306;35.05;1459
20/07/2017 14:10;24.841;844.426;34.668;1628
20/07/2017 14:15;24.583;836.154;34.512;1624
20/07/2017 14:20;24.957;828.712;34.743;1605
20/07/2017 14:25;24.977;816.549;34.436;1579
20/07/2017 14:30;24.464;807.12;34.741;1570
20/07/2017 14:35;24.865;798.203;34.551;1545
20/07/2017 14:40;24.75;785.477;34.173;1528
20/07/2017 14:45;24.703;776.866;33.255;1514
20/07/2017 14:50;24.533;765.078;33.66;1494
20/07/2017 14:55;24.953;753.245;33.729;1464
20/07/2017 15:00;24.958;740.276;33.907;1440
20/07/2017 15:05;24.608;728.195;33.294;1421
20/07/2017 15:10;24.654;715.755;32.995;1400
20/07/2017 15:15;25.042;702.826;33.328;1366
20/07/2017 15:20;24.712;686.809;33.139;1348
20/07/2017 15:25;24.321;673.435;32.555;1326
20/07/2017 15:30;24.577;657.426;32.859;1289
20/07/2017 15:35;24.369;646.214;32.557;1254
20/07/2017 15:40;24.223;630.1;32.125;1239
20/07/2017 15:45;24.225;613.23;31.773;1208
20/07/2017 15:50;24.392;599.236;31.906;1172
20/07/2017 15:55;24.408;583.517;32.044;1142
20/07/2017 16:00;24.662;565.641;32.079;1110
20/07/2017 16:05;24.132;547.024;31.473;1076
20/07/2017 16:10;24.117;530.677;31.106;1048
20/07/2017 16:15;24.143;511.147;30.306;1011
20/07/2017 16:20;24.234;491.286;29.628;975
20/07/2017 16:25;23.999;476.538;29.658;941
20/07/2017 16:30;24.433;457.828;29.844;907
20/07/2017 16:35;24.527;436.912;30.214;859
20/07/2017 16:40;23.99;422.944;30.04;835
20/07/2017 16:45;24.001;402.58;29.051;795
20/07/2017 16:50;24.193;382.858;28.845;761
20/07/2017 16:55;23.753;362.068;28.221;721
20/07/2017 17:00;23.459;345.97;28.165;688
20/07/2017 17:05;23.965;326.509;27.554;643
20/07/2017 17:10;23.944;308.153;27.665;603
20/07/2017 17:15;23.376;289.083;27.174;577
20/07/2017 17:20;23.926;270.405;27.231;537
20/07/2017 17:25;23.811;251.307;26.803;492
20/07/2017 17:30;24.059;233.913;26.767;460
20/07/2017 17:35;24.046;215.644;26.749;426
20/07/2017 17:40;23.548;196.23;26.021;390
20/07/2017 17:45;23.49;179.91;25.441;344
20/07/2017 17:50;23.288;162.37;25.231;323
20/07/2017 17:55;23.082;146.038;24.786;287
20/07/2017 18:00;23.142;130.246;24.688;251
21/07/2017 7:00;19.908;84.476;20.573;162
21/07/2017 7:05;19.921;93.13;20.726;182
21/07/2017 7:10;20.476;108.623;20.987;197
21/07/2017 7:15;20.398;121.88;21.572;216
21/07/2017 7:20;20.593;136.287;22.012;268
21/07/2017 7:25;20.745;152.974;22.116;295
21/07/2017 7:30;20.816;168.474;22.479;336
21/07/2017 7:35;21.135;186.838;23.04;354
21/07/2017 7:40;21.222;203.887;23.312;409
21/07/2017 7:45;21.287;224.117;23.735;449
21/07/2017 7:50;21.219;242.444;24.249;488
21/07/2017 8:10;21.326;123.837;24.115;246
21/07/2017 8:20;22.417;439.932;26.955;897
21/07/2017 8:25;22.523;467.062;27.855;669
21/07/2017 8:45;23.199;477.047;28.433;953
21/07/2017 8:50;22.582;516.516;29.227;1037
21/07/2017 8:55;22.719;527.957;29.874;1058
21/07/2017 9:00;22.985;529.162;30.165;1047
21/07/2017 9:10;23.054;566.434;29.763;1135
21/07/2017 9:15;23.176;582.393;30.664;1169
21/07/2017 9:25;23.671;608.215;30.676;1222
21/07/2017 9:45;23.987;705.578;31.944;1398
21/07/2017 9:50;24.254;717.122;33.22;1405
21/07/2017 9:55;23.659;352.416;32.749;656
21/07/2017 10:05;24.084;791.683;31.641;1580
21/07/2017 10:10;24.553;810.43;33.074;1582
21/07/2017 10:25;24.714;795.954;35.784;1556
21/07/2017 10:30;24.686;820.469;35.004;1541
21/07/2017 10:35;24.942;789.569;35.051;1537
21/07/2017 10:40;24.287;809.038;36.403;1553
21/07/2017 10:45;25.003;819.237;36.198;1597
21/07/2017 10:50;25.816;823.459;37.036;1579
21/07/2017 10:55;25.381;834.553;37.655;1592
21/07/2017 11:00;24.674;841.315;36.145;1618
21/07/2017 11:05;24.56;846.034;36.336;1626
21/07/2017 11:10;24.603;851.751;35.735;1643
21/07/2017 11:15;24.148;865.179;35.896;1670
21/07/2017 11:20;24.251;873.145;34.79;1692
21/07/2017 11:25;24.409;881.004;35.291;1699
21/07/2017 11:30;24.981;886.805;35.845;1707
21/07/2017 11:35;24.138;891.61;35.389;1726
21/07/2017 11:40;24.249;897.076;35.337;1735
21/07/2017 11:45;24.958;902.136;36.178;1737
21/07/2017 11:50;24.412;904.471;35.945;1742
21/07/2017 11:55;24.501;913.339;36.078;1766
21/07/2017 12:00;24.331;914.507;35.909;1768
21/07/2017 12:05;24.342;914.651;35.428;1771
21/07/2017 12:10;24.091;922.149;35.231;1776
21/07/2017 12:15;24.347;927.424;35.308;1791
21/07/2017 12:20;24.719;927.089;35.884;1776
21/07/2017 12:25;24.016;926.664;35.455;1784
21/07/2017 12:30;24.766;928.74;36.039;1782
21/07/2017 12:35;24.04;927.366;36.193;1788
21/07/2017 12:40;23.988;932.638;35.831;1786
21/07/2017 12:45;23.872;930.275;35.667;1797
21/07/2017 12:50;24.052;927.393;35.59;1780
21/07/2017 12:55;23.863;928.926;35.147;1790
21/07/2017 13:00;24.005;925.87;34.762;1792
21/07/2017 13:05;24.247;925.864;35.577;1778
21/07/2017 13:10;24.522;921.339;36.118;1768
21/07/2017 13:15;24.474;913.314;36.049;1766
21/07/2017 13:20;23.975;915.214;35.818;1758
21/07/2017 13:25;23.741;909.712;35.122;1764
21/07/2017 13:30;23.847;903.559;35.499;1745
21/07/2017 13:35;23.845;902.285;34.795;1742
21/07/2017 13:40;24.085;891.4;34.932;1726
21/07/2017 13:45;23.878;888.535;34.937;1714
21/07/2017 13:50;24.274;882.341;35.361;1711
21/07/2017 13:55;24.058;875.911;35.03;1688
21/07/2017 14:00;24.098;866.325;34.995;1688
21/07/2017 14:05;24.072;858.859;34.834;1670
21/07/2017 14:10;24.101;859.991;34.98;1635
21/07/2017 14:15;24.537;843.326;34.577;1635
21/07/2017 14:20;24.264;833.688;34.187;1621
21/07/2017 14:25;24.114;824.551;34.301;1603
21/07/2017 14:30;24.947;813.286;34.85;1570
21/07/2017 14:35;24.734;795.386;34.504;1547
21/07/2017 14:40;24.371;791.292;34.258;1538
21/07/2017 14:45;24.285;779.888;33.366;1522
21/07/2017 14:50;24.056;774.185;33.449;1514
21/07/2017 14:55;24.301;760.692;33.33;1488
21/07/2017 15:00;24.137;745.529;32.536;1460
21/07/2017 15:05;24.214;735.238;32.254;1442
21/07/2017 15:10;24.436;716.921;33.362;1410
21/07/2017 15:15;23.854;704.818;32.794;1379
21/07/2017 15:20;24.079;691.57;32.005;1366
21/07/2017 15:25;23.841;678.383;31.633;1336
21/07/2017 15:30;24.052;662.665;31.414;1304
21/07/2017 15:35;24.141;643.064;31.731;1274
21/07/2017 15:40;24.12;631.849;31.883;1247
21/07/2017 15:45;24.065;609.336;31.243;1207
21/07/2017 15:50;23.64;596.753;30.78;1184
21/07/2017 15:55;24.099;579.329;30.922;1142
21/07/2017 16:00;23.973;565.153;30.237;1119
21/07/2017 16:05;24.28;546.048;30.389;1077
21/07/2017 16:10;24.075;530.011;30.289;1042
21/07/2017 16:15;23.609;512.308;29.861;1015
21/07/2017 16:20;23.961;494.27;29.257;984
21/07/2017 16:25;23.869;476.212;29.538;946
21/07/2017 16:30;23.888;456.394;29.505;911
21/07/2017 16:35;23.873;442.628;28.834;885
21/07/2017 16:40;23.933;422.569;28.574;825
21/07/2017 16:45;23.454;403.598;28.277;805
21/07/2017 16:50;23.367;381.876;28.105;761
21/07/2017 16:55;23.539;362.486;27.208;712
21/07/2017 17:00;23.425;344.705;27.527;687
21/07/2017 17:05;23.631;326.294;27.44;644
21/07/2017 17:10;23.578;306.119;26.975;608
21/07/2017 17:15;23.585;288.231;26.487;569
21/07/2017 17:20;23.157;268.395;26.498;535
21/07/2017 17:25;23.014;250.948;26.024;495
21/07/2017 17:30;23.242;231.596;25.902;458
21/07/2017 17:35;23.15;213.324;25.887;424
21/07/2017 17:40;22.976;196.86;25.285;383
21/07/2017 17:45;22.751;180.507;24.799;344
21/07/2017 17:50;22.595;163.348;24.648;324
21/07/2017 17:55;22.745;148.114;24.338;286
21/07/2017 18:00;22.734;133.044;24.427;257
22/07/2017 7:00;18.094;77.365;18.91;156
22/07/2017 7:05;18.283;120.433;19.089;221
22/07/2017 7:10;18.847;117.309;20.171;213
22/07/2017 7:15;19.373;124.838;20.742;242
22/07/2017 7:20;20.494;138.539;20.957;269
22/07/2017 7:25;20.421;154.811;21.889;302
22/07/2017 7:30;20.384;170.584;22.206;331
22/07/2017 7:35;20.57;187.394;22.788;354
22/07/2017 7:40;20.773;204.431;23.069;408
22/07/2017 7:45;20.962;223.5;23.68;442
22/07/2017 7:50;21.33;238.559;23.744;475
22/07/2017 7:55;21.293;261.263;24.374;522
22/07/2017 8:00;21.602;278.386;24.523;553
22/07/2017 8:05;21.31;298.229;25.11;595
22/07/2017 8:10;21.801;317.133;25.256;638
22/07/2017 8:15;22.258;334.439;25.568;669
22/07/2017 8:20;22.531;358.869;26.331;706
22/07/2017 8:25;22.128;374.946;26.573;747
22/07/2017 8:30;22.427;394.196;26.83;803
22/07/2017 8:35;23.01;419.861;27.604;843
22/07/2017 8:40;22.454;436.377;27.405;879
22/07/2017 8:45;23.492;455.898;28.264;917
22/07/2017 8:50;23.417;471.349;29.105;947
22/07/2017 8:55;23.833;489.309;29.561;976
22/07/2017 9:00;23.534;512.786;29.72;1024
22/07/2017 9:05;23.526;524.061;30.536;1034
22/07/2017 9:10;24.155;538.58;30.432;932
22/07/2017 9:15;23.573;556.562;30.217;1123
22/07/2017 9:20;23.933;577.705;30.626;1142
22/07/2017 9:25;24.059;586.087;31.043;1145
22/07/2017 9:30;24.144;605.599;31.14;1197
22/07/2017 9:35;24.113;618.053;31.792;1213
22/07/2017 9:40;24.116;633.195;31.863;1241
22/07/2017 9:45;24.011;646.368;31.732;1277
22/07/2017 9:50;24.192;684.886;31.685;1320
22/07/2017 9:55;24.045;696.829;31.428;1389
22/07/2017 10:00;24.056;693.423;31.547;1370
22/07/2017 10:05;24.172;707.746;32.315;1394
22/07/2017 10:10;24.938;726.344;33.591;1414
22/07/2017 10:15;24.863;739.203;33.564;1440
22/07/2017 10:20;25.083;751.415;34.279;1458
22/07/2017 10:25;24.78;762.635;34.565;1480
22/07/2017 10:30;24.542;773.22;34.031;1513
22/07/2017 10:35;24.547;779.23;33.757;1527
22/07/2017 10:40;25.054;789.468;34.663;1535
22/07/2017 10:45;24.947;802.566;34.884;1551
22/07/2017 10:50;24.588;814.982;35.299;1566
22/07/2017 10:55;23.94;825.924;34.862;1591
22/07/2017 11:00;24.188;834.686;35.265;1617
22/07/2017 11:05;23.923;841.301;34.944;1630
22/07/2017 11:10;24.454;844.03;35.525;1635
22/07/2017 11:15;24.269;856.152;35.948;1630
22/07/2017 11:20;24.596;864.555;36.304;1661
22/07/2017 11:25;24.412;867.944;36.082;1676
22/07/2017 11:30;24.245;882.621;36.127;1696
22/07/2017 11:35;24.114;880.951;35.741;1685
22/07/2017 11:40;24.733;888.93;36.321;1700
22/07/2017 11:45;24.305;899.161;36.262;1717
22/07/2017 11:50;24.363;898.994;35.858;1731
22/07/2017 11:55;24.541;903.282;35.949;1733
22/07/2017 12:00;24.282;910.924;36.294;1749
22/07/2017 12:05;24.243;903.498;36.432;1759
22/07/2017 12:10;23.912;916.956;35.695;1780
22/07/2017 12:15;24.731;922.375;35.875;1771
22/07/2017 12:20;24.547;923.861;36.217;1768
22/07/2017 12:25;25.045;930.81;36.128;1781
22/07/2017 12:30;24.593;926.839;36.507;1780
22/07/2017 12:35;24.459;925.783;35.885;1785
22/07/2017 12:40;24.8;931.951;35.523;1785
22/07/2017 12:45;24.647;921.866;35.76;1785
22/07/2017 12:50;24.559;921.647;36.209;1754
22/07/2017 12:55;24.382;926.744;36.061;1758
22/07/2017 13:00;24.526;921.316;36.325;1774
22/07/2017 13:05;24.739;924.039;36.259;1763
22/07/2017 13:10;24.343;922.086;35.295;1770
22/07/2017 13:15;24.923;914.216;36.162;1752
22/07/2017 13:20;24.875;914.945;36.152;1748
22/07/2017 13:25;24.906;910.463;35.711;1753
22/07/2017 13:30;24.591;900.372;36.16;1748
22/07/2017 13:35;25.016;898.395;35.924;1730
22/07/2017 13:40;25.103;893.299;35.922;1709
22/07/2017 13:45;24.63;885.65;35.574;1709
22/07/2017 13:50;25.105;875.34;35.648;1696
22/07/2017 13:55;24.91;868.06;35.267;1642
22/07/2017 14:00;24.906;865.928;35.367;1670
22/07/2017 14:05;24.514;859.224;35.144;1654
22/07/2017 14:10;24.725;849.505;34.478;1637
22/07/2017 14:15;25.066;845.419;35.4;1629
22/07/2017 14:20;24.763;825.471;35.092;1603
22/07/2017 14:25;24.672;821.54;34.605;1581
22/07/2017 14:30;25.143;805.573;35.046;1563
22/07/2017 14:35;25.367;801.806;35.287;1539
22/07/2017 14:40;25.366;783.873;35.184;1513
22/07/2017 14:45;25.401;778.06;35.072;1496
22/07/2017 14:50;24.76;763.835;34.28;1482
22/07/2017 14:55;25.363;749.853;34.572;1461
22/07/2017 15:00;25.212;737.502;34.6;1426
22/07/2017 15:05;25.164;729.126;34.136;1415
22/07/2017 15:10;24.914;720.951;33.933;1394
22/07/2017 15:15;24.737;705.893;33.211;1376
22/07/2017 15:20;24.987;690.52;33.165;1347
22/07/2017 15:25;24.752;674.101;32.794;1307
22/07/2017 15:30;24.482;659.477;32.342;1294
22/07/2017 15:35;24.746;649.979;32.94;1265
22/07/2017 15:40;25.113;634.859;32.62;1240
22/07/2017 15:45;25.001;619.432;32.637;1201
22/07/2017 15:50;24.577;603.457;32.685;1178
22/07/2017 15:55;24.69;585.974;32.476;1146
22/07/2017 16:00;25.004;565.057;32.012;1102
22/07/2017 16:05;24.502;549.022;31.501;1090
22/07/2017 16:10;24.748;538.04;31.774;1041
22/07/2017 16:15;24.878;515.053;31.459;997
22/07/2017 16:20;24.836;497.935;30.853;979
22/07/2017 16:25;25.077;480.88;30.667;942
22/07/2017 16:30;24.987;464.082;30.686;912
22/07/2017 16:35;24.918;441.892;30.412;876
22/07/2017 16:40;24.858;421.932;30.144;835
22/07/2017 16:45;24.747;407.298;29.634;800
22/07/2017 16:50;24.832;385.718;29.241;763
22/07/2017 16:55;24.867;368.937;29.302;727
22/07/2017 17:00;24.725;346.302;28.986;693
22/07/2017 17:05;24.46;330.653;28.586;654
22/07/2017 17:10;24.577;312.797;28.376;609
22/07/2017 17:15;24.233;289.638;27.567;580
22/07/2017 17:20;24.63;273.595;27.815;541
22/07/2017 17:25;24.311;255.076;27.216;498
22/07/2017 17:30;24.436;235.526;26.869;461
22/07/2017 17:35;24.003;216.334;26.454;424
22/07/2017 17:40;24.345;198.958;26.292;393
22/07/2017 17:45;23.834;184.309;26.012;349
22/07/2017 17:50;24.062;167.609;25.638;328
